"scenario","region","subRegion","sources","x","xLabel","vintage","units","aggregate","classPalette1","classPalette2","origScen","origQuery","origUnits","origX","class2","class1","value","origValue","classLabel1","classLabel2","param"
"High","Nonthaburi","Nonthaburi","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",3.75515032733367,1.02413190745464,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","transport",1.43630748405383,0.391720222923771,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",3.43017506498187,0.935502290449602,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","transport",8.27889414,2.25788022,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","building",1.54442953809714,0.421208055844674,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",8.90089514127607,2.42751685671166,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","transport",32.9853036333333,8.9959919,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","building",3.39893872368769,0.926983288278461,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",34.6025745704411,9.43706579193848,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","transport",69.7042929097176,19.0102617026503,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","building",5.41954699536374,1.47805827146284,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",43.1108428491515,11.7575025952231,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","transport",71.3700179071222,19.4645503383061,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","building",4.37781871790163,1.19395055942772,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","industry",48.7317692692727,13.2904825279835,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","transport",81.5841352751078,22.250218711393,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","building",4.44520644492817,1.21232903043496,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","industry",50.2830388693871,13.7135560552874,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","transport",77.5880568227481,21.1603791334768,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","building",4.43569463270262,1.20973489982799,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","industry",49.4084980529153,13.4750449235224,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","transport",72.5299033998987,19.7808827454269,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","building",4.61057705010581,1.25743010457431,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","industry",51.1700131935585,13.9554581436978,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","transport",71.5500533481275,19.5136509131257,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","building",4.97000988061065,1.35545724016654,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","industry",52.3340022661398,14.2729097089472,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","transport",68.9016858753882,18.7913688751059,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","building",5.23164284160941,1.42681168407529,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","industry",52.0309202085617,14.1902509659714,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","transport",63.4360743857605,17.3007475597529,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","building",5.26610484626526,1.4362104126178,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","industry",50.9336264176615,13.8909890229986,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","transport",61.2006484911739,16.6910859521383,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","building",5.38986431841383,1.46996299593104,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",49.616757401334,13.5318429276366,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","transport",60.3278561052501,16.4530516650682,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",0.201773899513841,0.0550292453219567,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","transport",0.144882184333333,0.039513323,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","building",0.129754710278485,0.0353876482577687,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",0.523581959292886,0.142795079807151,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","transport",0.57708222,0.15738606,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","building",0.309363478969482,0.0843718579007678,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",2.03543771202341,0.555119376006384,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","transport",1.37343951311294,0.374574412667164,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","building",0.522759846791414,0.142570867306749,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",2.53593376391728,0.691618299250168,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","transport",1.513200642869,0.412691084418819,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","building",0.36180753990356,0.0986747836100618,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","industry",2.8665760652049,0.781793472328608,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","transport",1.81273535187214,0.494382368692402,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","building",0.361833488272285,0.0986818604378958,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","industry",2.66288516769307,0.726241409370836,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","transport",1.54688306123705,0.421877198519197,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","building",0.368018124984161,0.100368579541135,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","industry",2.96696711911799,0.809172850668542,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","transport",1.6021558625016,0.436951598864073,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","building",0.381257005286212,0.103979183259876,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","industry",3.12155240381461,0.851332473767622,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","transport",1.56305448350959,0.426287586411706,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","building",0.411279087170502,0.112167023773773,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","industry",3.23383324184867,0.881954520504182,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","transport",1.47800846992678,0.403093219070939,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","building",0.432394661744383,0.117925816839377,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","industry",3.25794827316052,0.888531347225597,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","transport",1.32926169587335,0.362525917056369,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","building",0.438217927034825,0.119513980100407,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","industry",3.1154059944422,0.849656180302418,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","transport",1.21059227818133,0.330161530413089,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","building",0.449310187416366,0.122539142022645,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",2.96782951345443,0.809408049123935,"sector","ghg","emissCO2BySectorNoBio"
"High","SamutPrakan","SamutPrakan","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","transport",1.11553692549128,0.304237343315802,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",5.1965611484766,1.41724394958453,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","electricity",26.6884093666667,7.2786571,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",22.155889617318,6.04251535017764,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","electricity",67.7535096938409,18.4782299165021,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",51.3206881306475,13.9965513083584,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","electricity",79.2722789971812,21.6197124537767,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",43.5451445364721,11.8759485099469,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","electricity",87.287590501535,23.8057065004186,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","industry",50.0253967113804,13.6432900121947,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","electricity",84.6878625856403,23.0966897960837,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","industry",52.5225976314983,14.3243448085904,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","electricity",78.5015032766032,21.4095008936191,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","industry",53.8953116940965,14.6987213711172,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","electricity",72.7719656160501,19.8468997134682,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","industry",55.7938365565459,15.216500879058,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","electricity",61.0174454367438,16.6411214827483,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","industry",57.2105835918482,15.6028864341404,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","electricity",49.2154679392665,13.4224003470727,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","industry",57.6534933907677,15.7236800156639,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","electricity",38.142704768743,10.4025558460208,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","industry",57.5859457799618,15.7052579399896,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","electricity",27.1457094327833,7.40337529984998,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",57.6080129179603,15.7112762503528,"sector","ghg","emissCO2BySectorNoBio"
